Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Programmer,PT Metrocom Global Solusi,QA & Testing,Jakarta,"PHP, Java, Spring, Angular",-6.1754049,106.827168,IPTEK
Marketing Lead [Boleh Belajar],Boleh Dicoba Digital,Marketing & PR,Bandung,"Marketing Strategy, Community Management, Social Media Marketing, Content Marketing, Digital Marketing, Social Media Strategy, Social Media, Communication Skills, Marketing, Marketing Communications, Online Marketing",-6.9218457,107.6070833,NON-IPTEK
Data Analyst - Manufacturing Industry (Full WFO),SIGMATECH,Data & Analytics,Jakarta,"Data Visualization, Tableau, Data Analysis",-6.1754049,106.827168,IPTEK
IT Business Process Analyst (BPA) - SAP Modul Presales,SIGMATECH,Data & Analytics,Jakarta,"SAP, Debugging, Business Analysis, CRM",-6.1754049,106.827168,IPTEK
IT Operations & Asset Management Intern,NRI Indonesia,Enterprise Software & Systems,Jakarta,"Infrastructure, Troubleshooting, System Administration",-6.1754049,106.827168,IPTEK
Customer Support,Boleh Dicoba Digital,Customer Service,Bandung,"Attention to Detail, Customer Experience, Customer Service, CRM, Customer Relationship Management, Communication Skills, Marketing Communications, Sales & Marketing",-6.9218457,107.6070833,NON-IPTEK
Wireless Engineer - Mining Industry,SIGMATECH,IT Engineer,Jakarta,"Wireless, Networking, Security",-6.1754049,106.827168,IPTEK
iOS Developer - Banking Industry,SIGMATECH,Mobile Development,Jakarta,"Javascript, iOS Development, Xcode, Objective-C, Javascript Frameworks, Swift, iOS Design",-6.1754049,106.827168,IPTEK
Backend Developer,PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"Java, Docker, Spring",-6.1754049,106.827168,IPTEK
Product Marketing (Influence ID),Playmakers,Marketing & PR,Jakarta,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Content Marketing, Business Analysis, Digital Marketing, Business Development, Product Management, Communication Skills, Marketing, Marketing Communications, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
Full Stack Software Engineer (Playmakers),Playmakers,IT Engineer,Jakarta,"MySQL, Sales Strategy & Management, Python, Digital Marketing, Business Development, Product Management, Project Management",-6.1754049,106.827168,IPTEK
DevOps Engineer,PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"Bash, Jenkins, Azure, Python",-6.1754049,106.827168,IPTEK
Scrum Master,PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"Agile, Scrum Master, Agile Software Development, Scrum",-6.1754049,106.827168,IPTEK
React Native Developer,Indocyber Global Teknologi,Mobile Development,Jakarta,"Mobile Application Development, Mobile, Mobile Development",-6.1754049,106.827168,IPTEK
Finance Staff,TLab,"Finance, Legal & Accounting",Yogyakarta,"Corporate Finance, Accounts Payable, Budgeting",-7.9778384,110.3672257,NON-IPTEK
Golang Developer,Indocyber Global Teknologi,Web Development,Jakarta,"Backend Development, Web Development, Golang, Web Application Frameworks",-6.1754049,106.827168,IPTEK
English Teacher - Jabodetabek,Cakap,Science & Academics,Tangerang,"Communication Skills, English Language, Teamwork",-6.1761924,106.6382161,IPTEK
Project Manager (Creative Service),Boleh Dicoba Digital,Project & Product Management,Bandung,"Presentation Skills, Analytics & Reporting, Digital Marketing, Communication Skills, Project Management",-6.9218457,107.6070833,NON-IPTEK
Web Developer,Boleh Dicoba Digital,Web Development,Bandung,"React.js, HTML+CSS, MySQL, Javascript, Magento, CSS, Web Analytics, Web Development, REST APIs, Vue.js, Web Application Frameworks, SCSS/SASS, HTML, WordPress, Teamwork, CMS",-6.9218457,107.6070833,IPTEK
Executive Assistant (Business & Operations),TurnkeyID,Executive & Management,Jakarta,"Management, Process Management, Executive Management",-6.1754049,106.827168,NON-IPTEK
Junior QA Automation - Insurance Industry,SIGMATECH,QA & Testing,Jakarta,"Test Automation, Selenium, C#, .NET",-6.1754049,106.827168,IPTEK
Fresh Graduate Management Training Program (Remote),Deliveree On-Demand Logistics (Southeast Asia),Logistics & Operations,Solo,"Management, Logistics, Communication Skills",-7.565925,110.8069521,NON-IPTEK
Digital Marketing Intern,Ematic Solutions,Strategy & Consulting,Jakarta,"Business Development & Partnerships, Digital Marketing, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
PE Coach - Jabodetabek,Cakap,Science & Academics,Tangerang,"Training, Communication Skills, Teamwork",-6.1761924,106.6382161,IPTEK
CRM Intern,Ematic Solutions,Strategy & Consulting,Jakarta,"Email Marketing, CRM, Customer Relationship Management",-6.1754049,106.827168,NON-IPTEK
Senior Software Quality Assurance (Manual),PT BIPO Service Indonesia,QA & Testing,Jakarta,"QA, SQL, Jira, Software Testing",-6.1754049,106.827168,IPTEK
Data Engineer - Manufacture Industry,SIGMATECH,Data & Analytics,Jakarta,"Kafka, Databases, Data Warehouse, Amazon Web Services (AWS), Data Visualization, Snowflake, Scala, Python, Flink, SQL, Linux, Big Data, Airflow, Cloud Computing",-6.1754049,106.827168,IPTEK
Back End Developer (Mid),PT LOG KAR INDONESIA,Web Development,Jakarta,"MySQL, Git, Golang, PostgreSQL, Node.js, Redis, MongoDB",-6.1754049,106.827168,IPTEK
UI/UX Designer,PT LOG KAR INDONESIA,UX/UI Design,Jakarta,"Sketch, Adobe Photoshop, Illustrator",-6.1754049,106.827168,IPTEK
Visual Designer Specialist (Beauty Brand),Rocketindo,Graphic & Motion Design,Jakarta,"Marketing Strategy, Adobe Illustrator, Adobe Premiere, Content Marketing, Adobe Indesign, Adobe After Effects, Adobe Photoshop, Content Management, Content Creation, Photography, Marketing Communications, Sales & Marketing",-6.1754049,106.827168,IPTEK
Customer Service Agent (REMOTE),Deliveree On-Demand Logistics (Southeast Asia),Customer Success,Surakarta,"Customer Experience, Customer Service, Customer Relationship Management",-7.5692489,110.828448,NON-IPTEK
Fresh Graduate Management Training Program (Onsite),Deliveree On-Demand Logistics (Southeast Asia),Logistics & Operations,Jakarta,"Business Operations, Digital Marketing, Business Development, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
.NET Developer,Indocyber Global Teknologi,Software Engineer,Jakarta,"React.js, ASP.NET, C#, .NET",-6.1754049,106.827168,IPTEK
Finance Staff,Graha Karya Informasi,"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Microsoft Office, Microsoft Excel, Financial Analysis",-6.1754049,106.827168,NON-IPTEK
Fullstack Developer - Manufacture Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, HTML+CSS, Full-stack Web Development, MySQL, Javascript, Agile, Laravel, Microsoft SQL Server, PHP, CSS, DevOps, HTML5 & CSS3, SQL Server, Python, Javascript Frameworks, IBM DB2, Agile Software Development, Vue.js, Enterprise Software, PostgreSQL, HTML, APIs, Node.js, CSS3, Agile Project Management",-6.1754049,106.827168,IPTEK
Fullstack Developer (Manufacture Industry),SIGMATECH,Web Development,Jakarta,"React.js, Javascript, PHP, DevOps",-6.1754049,106.827168,IPTEK
Quality Engineer (Insurance Industry),SIGMATECH,QA & Testing,Jakarta,"Automation, Selenium, Functional Testing",-6.1754049,106.827168,IPTEK
Recruiter Freelance,Boleh Dicoba Digital,Human Resources,Bandung,"Attention to Detail, Data Entry, Human Resources, Forecasting, Recruiting, Data Management, Requirements Analysis, Communication Skills, Communications, Project Management",-6.9218457,107.6070833,NON-IPTEK
Business Development Executive,Boleh Dicoba Digital,Sales & Business Development,Bandung,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Sales, Business Development, CRM, Communication Skills, Marketing Communications, Sales & Marketing",-6.9218457,107.6070833,NON-IPTEK
Data Scientist,Kumparan,Data & Analytics,Jakarta,"Python, SQL, LLM",-6.1754049,106.827168,IPTEK
Digital Marketing Lead,Boleh Dicoba Digital,Marketing & PR,Jakarta,"Presentation Skills, Marketing Strategy, Facebook Advertising, Advertising, Digital Marketing, Social Media Strategy, Public Speaking & Presentations, Social Media, Communication Skills, Market Research, Marketing Communications, Negotiation",-6.1754049,106.827168,NON-IPTEK
Front End Developer (React Js) - Banking Syariah Industry,SIGMATECH,Web Development,Jakarta,"React.js, Web Development, Front-end Development",-6.1754049,106.827168,IPTEK
Senior Backend Developer (Java Springboot),PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"MySQL, Git, Java, REST APIs, SQL",-6.1754049,106.827168,IPTEK
Associate Data Analyst,ISIXI Private Limited,Data & Analytics,Bekasi,"MySQL, PowerBI, SQL",-6.2349858,106.9945444,IPTEK
Technical Support Internship,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Problem Solving, Networking, Technical Support, Analytical Skills",-6.1754049,106.827168,IPTEK
Product Manager (Onsite in Medan),Topremit,Project & Product Management,"Medan, Sumatra","Attention to Detail, Problem Solving, Analytical Skills, Communication Skills",3.5894617,98.6741623,NON-IPTEK
Project Officer Intern,Boleh Dicoba Digital,Project & Product Management,Bandung,"Attention to Detail, Communication Skills, Creative Problem Solving, Negotiation, Project Management",-6.9218457,107.6070833,NON-IPTEK
Technical Writer,Gefami Services Indonesia,Software Engineer,Jakarta,"Team Management, Technical Writing, Technical Support, Teamwork",-6.1754049,106.827168,IPTEK
QA Automation,Gefami Services Indonesia,QA & Testing,Jakarta,"Test Automation, Automation, QA",-6.1754049,106.827168,IPTEK
QA Manual,Gefami Services Indonesia,QA & Testing,Jakarta,"QA, Unit Testing, Functional Testing",-6.1754049,106.827168,IPTEK
Senior Automation Tester,PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"Test Plans, Test Automation, Software Testing",-6.1754049,106.827168,IPTEK
System Analyst,Gefami Services Indonesia,Software Engineer,Jakarta,"Mobile Application Development, Databases, SQL, Web Applications",-6.1754049,106.827168,IPTEK
Project Manager,Gefami Services Indonesia,Project & Product Management,Jakarta,"Agile, Jira, Project Management",-6.1754049,106.827168,NON-IPTEK
Senior Frontend Engineer,PT Appfuxion Consulting Indonesia,Web Development,Jakarta,"React.js, Javascript, REST APIs",-6.1754049,106.827168,IPTEK
Backend Developer ,Gefami Services Indonesia,Web Development,Jakarta,"Backend Development, Java, Python, Golang",-6.1754049,106.827168,IPTEK
Fullstack Developer,Gefami Services Indonesia,Web Development,Jakarta,"React.js, Web Development, Front-end Development, Vue.js, Next.js",-6.1754049,106.827168,IPTEK
Sr. Business Manager,Cakap,Enterprise Software & Systems,Tangerang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Business Analysis, Business Development, Communication Skills, Marketing Communications, Sales & Marketing",-6.1761924,106.6382161,IPTEK
Course Manager For Language Business,Cakap,Strategy & Consulting,Tangerang,"Business Analysis, Business Development, Product Management, Communication Skills, Project Management",-6.1761924,106.6382161,NON-IPTEK
ETL Developer - Location: Yogyakarta (Full WFO),SIGMATECH,Data & Analytics,Yogyakarta,"Databases, Amazon Web Services (AWS), Azure, Microsoft SQL Server, SQL Server, Python, Oracle, PostgreSQL, Google Cloud Platform (GCP)",-7.9778384,110.3672257,IPTEK
Senior Scrum Master - 3 Month Project & Extendable,SIGMATECH,Project & Product Management,Jakarta,"Kanban, Scrum Master, Scrum, Agile Project Management, Project Management",-6.1754049,106.827168,NON-IPTEK
IT Project Manager (Manufacature Industry),SIGMATECH,Project & Product Management,Jakarta,"Asana, Microsoft Project, Jira, Agile Project Management, Project Management",-6.1754049,106.827168,NON-IPTEK
AI Chatbot Specialist,AiChat,UI/UX Design,Jakarta,"UI/UX Design, Data Science, Natural Language Processing (NLP), Copywriting",-6.1754049,106.827168,NON-IPTEK
IT Technical Leader ,PT. NAWA DATA SOLUTIONS,Software Engineer,Jakarta,"ASP.NET, MVC, SQL Server, C#, APIs, Cross-Functional Team Leadership",-6.1754049,106.827168,IPTEK
Outsystems Developer,Gefami Services Indonesia,Mobile Development,Jakarta,"Mobile Application Development, Agile Software Development, Mobile Application Design",-6.1754049,106.827168,IPTEK
AWS DevOps Engineer,PT Tiga Daya Digital Indonesia,Software Engineer,Jakarta,"Amazon Web Services (AWS), DevOps, Cloud Computing",-6.1754049,106.827168,IPTEK
L1 STORAGE ENGINEER,PT Metrocom Global Solusi,IT Engineer,Jakarta,"Technology, Information Security, IBM Websphere, IBM DB2, Technical Support, Information Technology",-6.1754049,106.827168,IPTEK
Account Manager,Boleh Dicoba Digital,Project & Product Management,Jakarta,"Presentation Skills, Marketing Strategy, Business Analysis, Digital Marketing, Public Speaking & Presentations, Communication Skills, Communications, Agile Project Management, Negotiation, Project Management",-6.1754049,106.827168,NON-IPTEK
Intern - Collection & Recovery,PT Allo Bank Indonesia Tbk,Administrative & Clerical,Jakarta,"Writing, Communication Skills, Operations",-6.1754049,106.827168,NON-IPTEK
Admin & Marketing Officer,Cakap,Marketing & PR,Jakarta,"Marketing Strategy, Content Marketing, System Administration, Marketing, Marketing Communications, Sales & Marketing, Operations",-6.1754049,106.827168,NON-IPTEK
Branch Manager,Cakap,Sales & Business Development,Bandar Lampung,"Business Operations, Sales Strategy & Management, Operations Management, Business Development, Sales & Marketing, Operations",-5.4460713,105.2643742,NON-IPTEK
People & Sustainability Team Lead,Cakap,Human Resources,Tangerang,"People Management, Human Resources, Communication Skills",-6.1761924,106.6382161,NON-IPTEK
Facility Management - Electrical Engineering,Cakap,Logistics & Operations,Tangerang,"Electrical Engineering, Technical Support, Project Management",-6.1761924,106.6382161,NON-IPTEK
HR Service Delivery Consultant,PT BIPO Service Indonesia,Human Resources,Jakarta,"Human Resources, Communication Skills, Payroll",-6.1754049,106.827168,NON-IPTEK
Online Sales Specialist (Night/Weekend Shift),Rocketindo,Customer Success,Jakarta,"Sales Strategy & Management, Customer Experience, Customer Service, Digital Marketing, Communication Skills, Marketing Communications, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Auditor,Rocketindo,"Finance, Legal & Accounting",Jakarta,"Business Operations, Corporate Finance, Data Warehouse, Operations Management, Analytics & Reporting, Financial Analysis, Audit, Financial Management",-6.1754049,106.827168,NON-IPTEK
HR Specialist,Rocketindo,Human Resources,Jakarta,"People Management, Human Resources, Recruiting, Consulting, System Administration, Communication Skills",-6.1754049,106.827168,NON-IPTEK
Social Media Specialist,Rocketindo,Community Management,Jakarta,"Content Marketing, Digital Marketing, Adobe Photoshop, Communication Skills, Marketing Communications",-6.1754049,106.827168,NON-IPTEK
Live Streamer (Part Time),Rocketindo,Marketing & PR,Bekasi,"Communication Skills, Marketing, Marketing Communications, Sales & Marketing",-6.2349858,106.9945444,NON-IPTEK
Regional Sales Representative,Rocketindo,Sales & Business Development,Jakarta,"Business Development & Partnerships, Marketing Strategy, Strategic Planning, Sales Strategy & Management, Sales, Business Development, Analytical Skills, Communication Skills, Marketing, Marketing Communications, Negotiation, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
General Affair,PT Sinergy Informasi Pratama,Logistics & Operations,Jakarta,"Attention to Detail, Asset Management, Teamwork",-6.1754049,106.827168,NON-IPTEK
Legal & Compliance Management,PT Sinergy Informasi Pratama,"Finance, Legal & Accounting",Jakarta,"Attention to Detail, Agile, Legal",-6.1754049,106.827168,NON-IPTEK
Senior Partnership Manager,PT. Wahana Pembayaran Digital,Sales & Business Development,Jakarta,"Business Development & Partnerships, Business Development, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Business Intelligence Developer (Multifinance Industry),SIGMATECH,Sales & Business Development,Jakarta,"LookerStudio, SQL Server, Data Management, BigQuery, PostgreSQL, Airflow, Tableau",-6.1754049,106.827168,NON-IPTEK
Research Assistant Research Assistant (AI/IT/Machine Learning),Bina Nusantara Group,Data & Analytics,Jakarta,"Javascript, Java, Python",-6.1754049,106.827168,IPTEK
Golang Developer - Banking Industry,SIGMATECH,Software Engineer,Tangerang,"Databases, Amazon Web Services (AWS), Javascript, Java, Golang, SQL, Software Engineering, Javascript Frameworks, NoSQL, Spring, Software Development, Google Cloud Platform (GCP)",-6.1761924,106.6382161,IPTEK
Italian Language Specialist,True Indonesia,Sales & Business Development,Tangerang,"Communication Skills, Marketing Communications, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
UX/UI Designer,Antikode,UX/UI Design,Jakarta,"Sketch, UI/UX Design, Prototype, Wireframing, Adobe Creative Suite, Figma",-6.1754049,106.827168,IPTEK
People & Sustainability Officer,Cakap,Human Resources,Tangerang,"Management, Human Resources, System Administration",-6.1761924,106.6382161,NON-IPTEK
Scrum Master,PT Tiga Daya Digital Indonesia,Software Engineer,Jakarta,"Presentation Skills, Agile, Scrum Master, Communication Skills, Scrum",-6.1754049,106.827168,IPTEK
Head Growth Marketing & Sales (Saas),super-staff.ai,Sales & Business Development,Bandung,"Business Development & Partnerships, Marketing Strategy, Product Launch, Customer Acquisition, Sales Strategy & Management, Product Strategy, Market Research & Analysis, Business Development, Go to Market Strategy, Product Development, Communication Skills, Market Research, Marketing Communications, Sales & Marketing",-6.9218457,107.6070833,NON-IPTEK
Account Executive,Gefami Services Indonesia,Sales & Business Development,Jakarta,"Team Management, Sales Strategy & Management, Product Strategy, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Business Operation (Junior Level),Cakap,Sales & Business Development,Tangerang,"Business Development & Partnerships, Marketing Strategy, Sales Strategy & Management, Digital Marketing, Business Development, Marketing, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Junior Quality Assurance (QA) Engineer,Automata Neo Solutions,QA & Testing,Jakarta,"Unit Testing, Software Testing, Functional Testing",-6.1754049,106.827168,IPTEK
IT Infrastructure & Security Engineer,PT BIPO Service Indonesia,IT Engineer,Jakarta,"Amazon Web Services (AWS), Information Security, Software Engineering, Information Technology, Network Security, Cyber Security, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
Account Receivable,PT Sinergy Informasi Pratama,"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Attention to Detail, Microsoft Excel",-6.1754049,106.827168,NON-IPTEK
Sales & Business Development Manager,Deliveree On-Demand Logistics (Southeast Asia),Sales & Business Development,Jakarta,"Business Development & Partnerships, Account Management, Sales Strategy & Management, Business Development, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Operations Manager,Deliveree On-Demand Logistics (Southeast Asia),Executive & Management,Jakarta,"Management, Operations Management, Executive Management, Marketing Management, Program Management, Project Management",-6.1754049,106.827168,NON-IPTEK
Young Professionals Fast Track,Deliveree On-Demand Logistics (Southeast Asia),Logistics & Operations,Jakarta,"Business Development & Partnerships, Business Analysis, Digital Marketing, Business Development, Marketing, Marketing Communications, Sales & Marketing, Project Management",-6.1754049,106.827168,NON-IPTEK
IT Cloud Engineer (AWS),Indocyber Global Teknologi,IT Engineer,Jakarta,"Amazon Web Services (AWS), Alicloud, Cloud Computing",-6.1754049,106.827168,IPTEK
Social media manager,GOODSTUPH,Marketing & PR,Jakarta,"Social Media Marketing, Social Media Strategy, Social Media, Marketing Communications",-6.1754049,106.827168,NON-IPTEK
Merchant Acquisition Specialist,PT. Wahana Pembayaran Digital,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Business Development, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Senior FrontEnd Engineer,Makmur,Software Engineer,Jakarta,"React.js, Javascript, TypeScript, Next.js",-6.1754049,106.827168,IPTEK
English Customer Satisfaction Executive,PT Gamer2Gamer  Global Group,Customer Service,Tangerang,"Problem Solving, Customer Experience, Customer Service, Microsoft Excel, Game Design, Customer Relationship Management, Analytical Skills, English Language",-6.1761924,106.6382161,NON-IPTEK
Ecommerce Operations Internship,Little Joy Indonesia,Sales & Business Development,Jakarta,"E-commerce, Sales, Microsoft Excel, System Administration, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Editorial Illustrator,Tech in Asia,Graphic & Motion Design,Jakarta,"Graphic Design, Interactive Design, Design, Communication Skills, Brand Design & Strategy",-6.1754049,106.827168,IPTEK
Social Media Designer,Tech in Asia,Graphic & Motion Design,Jakarta,"Graphic Design, Design Research, Social Media, Design, Design Management",-6.1754049,106.827168,IPTEK
Reporter News (Semarang),Kumparan,Media & Journalism,Semarang,"Writing, Journalism, Digital Media",-6.9903988,110.4229104,NON-IPTEK
Host Live Lead ,Little Joy Indonesia,Marketing & PR,Jakarta,"Support, Sales, Sales Support, Marketing, Sales & Marketing, Online Marketing",-6.1754049,106.827168,NON-IPTEK
Senior System Analyst - Banking Industry,SIGMATECH,Software Engineer,Jakarta,"ASP.NET, Agile, Middleware, SQL, Agile Software Development, .NET, APIs, SDLC, Agile Project Management",-6.1754049,106.827168,IPTEK
Senior Microsoft Power Platform Developer,PT Appfuxion Consulting Indonesia,Web Development,Tangerang,"PowerBI, Azure, REST APIs",-6.1761924,106.6382161,IPTEK
Junior Scrum Master - Banking Industry (Alam Sutra),SIGMATECH,Project & Product Management,Tangerang,"Kanban, Agile, Scrum Master, Agile Software Development, Jira, Scrum, Agile Project Management",-6.1761924,106.6382161,NON-IPTEK
Data Analyst - Manufacture Industry,SIGMATECH,Data & Analytics,Jakarta,"MySQL, Data Warehouse, Amazon Web Services (AWS), Agile, Microsoft SQL Server, SQL Server, IBM DB2, Big Data, Agile Software Development, PostgreSQL, Redshift, Business Intelligence, Tableau, Data Analysis, Agile Project Management, Google Cloud Platform (GCP)",-6.1754049,106.827168,IPTEK
QA Automation - Manufacture Industry,SIGMATECH,QA & Testing,Jakarta,"Test Automation, Automation, Agile, Version Control, SQL, Agile Software Development, A/B Testing, Scrum, Agile Project Management, Regression Testing",-6.1754049,106.827168,IPTEK
System Analyst - Manufacture Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, Business Operations, MySQL, QA, Agile, Microsoft SQL Server, PHP, SQL Server, Python, Business Analysis, IBM DB2, Agile Software Development, Enterprise Software, PostgreSQL, Agile Project Management",-6.1754049,106.827168,IPTEK
Content Creator Freelance Fulltime [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Content Marketing, Digital Marketing, Content Creation, Content Strategy, Marketing Communications, Digital Media",-6.1754049,106.827168,NON-IPTEK
Project Manager - Manufacture Industry,SIGMATECH,Project & Product Management,Jakarta,"Asana, Scrum Master, Jira, Scrum, Agile Project Management, Project Management",-6.1754049,106.827168,NON-IPTEK
Junior Tester - (Alam Sutra 2 Month Project),SIGMATECH,QA & Testing,Tangerang,"Agile, Agile Software Development, Jira, Software Testing, Agile Project Management, Figma, Functional Testing",-6.1761924,106.6382161,IPTEK
Study Advisor (Telesales),Cakap,Sales & Business Development,Jakarta,"Communication Skills, Marketing, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Corporate Strategy Intern (Next Level Internship),Mekari,Strategy & Consulting,Jakarta,"Analytics & Reporting, Business Analysis, Analytical Skills, Communication Skills, Agile Project Management, Project Management",-6.1754049,106.827168,NON-IPTEK
Associate Product Manager Corporate IT&IS,Kompas Gramedia,Project & Product Management,Jakarta,"Business Analysis, Product Management, Communication Skills, Project Management",-6.1754049,106.827168,NON-IPTEK
Video Editor,Kumparan,Media & Journalism,Jakarta,"Adobe Premiere, Adobe After Effects, Video Editing, Digital Media",-6.1754049,106.827168,NON-IPTEK
Business Development Manager [Mediatics],Playmakers,Sales & Business Development,Jakarta,"Sales Strategy & Management, Sales, Marketing Management, Marketing, Marketing Communications, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Associate Account Strategist Manager [Mediatics],Playmakers,Marketing & PR,Jakarta,"Marketing Strategy, Social Media Marketing, Client Relations, Content Marketing, Advertising, Digital Marketing, Marketing Management, Marketing, Marketing Communications, Sales & Marketing",-6.1754049,106.827168,NON-IPTEK
Golang ,Mobius Digital,Web Development,Jakarta,"Backend Development, Web Development, Golang, Web Applications, Web Application Design",-6.1754049,106.827168,IPTEK
DevOps Engineer,Mobius Digital,Web Development,Jakarta,"DevOps, Web Development, Web Applications, Software Engineering, Web Application Design, Cloud Computing",-6.1754049,106.827168,IPTEK
Software Engineer,Indocyber Global Teknologi,IT Engineer,Jakarta,"Engineering, Software Engineering, Software Development",-6.1754049,106.827168,IPTEK
Fullstack Developer (Vue Js & Java) - Banking Syariah Industry,SIGMATECH,Software Engineer,Jakarta,"React.js, Full-stack Web Development, Java, Vue.js, Mobile Development",-6.1754049,106.827168,IPTEK
Photo Researcher,Kumparan,Media & Journalism,Jakarta,"Journalism, Adobe Photoshop, Photography, Digital Media",-6.1754049,106.827168,NON-IPTEK
Senior Finance Accounting Staff,Deliveree On-Demand Logistics (Southeast Asia),"Finance, Legal & Accounting",Jakarta,"Corporate Finance, Accounting, Accounts Payable",-6.1754049,106.827168,NON-IPTEK
Full Stack Software Engineer (Influence ID) ,Playmakers,Software Engineer,Jakarta,"MySQL, Javascript, HTML5 & CSS3, Python, Business Analysis, Marketing Communications",-6.1754049,106.827168,IPTEK
ETL Developer,PT Tiga Daya Digital Indonesia,Software Engineer,Yogyakarta,"Data Warehouse, SQL Server, SQL",-7.9778384,110.3672257,IPTEK
Business Intelligence Developer,SIGMATECH,Software Engineer,Jakarta,"PowerBI, SQL, Tableau",-6.1754049,106.827168,IPTEK
HR Service Officer,PT BIPO Service Indonesia,Human Resources,Jakarta,"Corporate Finance, Human Resources, Payroll",-6.1754049,106.827168,NON-IPTEK
Human Resources Intern,PT. ASLI Rancangan Indonesia,Human Resources,Jakarta,"Relationship Building, Microsoft Excel, Communication Skills",-6.1754049,106.827168,NON-IPTEK
Odoo Days 2026 — Mini Job Fair Invitations,Odoo,Enterprise Software & Systems,Jakarta,"Python, Business Analysis, Digital Marketing, Business Development, Product Management, Sales & Marketing, Project Management",-6.1754049,106.827168,IPTEK
Fullstack Engineer,TLab,Software Engineer,Yogyakarta,"React.js, GraphQL, HTML+CSS, Javascript, Laravel, PHP, REST APIs, NoSQL",-7.9778384,110.3672257,IPTEK
Backend Engineer,TLab,Software Engineer,Yogyakarta,"GraphQL, Kafka, REST APIs, Golang, Docker, Redis",-7.9778384,110.3672257,IPTEK
Technical Writer,Indocyber Global Teknologi,Data & Analytics,Jakarta,"Technical Writing, Writing, Writer, Copywriting & Editing, Creative Writing, Copywriting",-6.1754049,106.827168,IPTEK
Marketing Officer,Boleh Dicoba Digital,Marketing & PR,Bandung,"Marketing Strategy, Media Relations, Public Relations, Social Media Marketing, Content Marketing, Digital Marketing, Media, Communication Skills, Marketing Management, Marketing, Marketing Communications, Sales & Marketing, Online Marketing",-6.9218457,107.6070833,NON-IPTEK
Graphic Designer,Kumparan,Media & Journalism,Jakarta,"Visual Design, Graphic Design, Digital Media",-6.1754049,106.827168,NON-IPTEK
ERP Dynamics Business Analyst,SIGMATECH,IT Engineer,Jakarta,"Microsoft Dynamics CRM, Enterprise Software, Microsoft Dynamics 365 for Finance and Operations",-6.1754049,106.827168,IPTEK
Automation Engineer (Playwright & Python),PT Appfuxion Consulting Indonesia,QA & Testing,Tangerang,"Test Automation, Playwright, Python, Artificial Intelligence (AI)",-6.1761924,106.6382161,IPTEK
Network Engineer,PT Sinergy Informasi Pratama,IT Engineer,Jakarta,"Security, Network Security, Cyber Security, Cisco",-6.1754049,106.827168,IPTEK
Network Engineer,Graha Karya Informasi,Hardware & Embedded Systems,Semarang,"Networking, Network Security, Cisco",-6.9903988,110.4229104,IPTEK
Event & Market Activation,Odoo,Marketing & PR,Tangerang,"Marketing Strategy, Event Management, Event Planning, Events, Marketing, Marketing Communications, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Partner Growth & Enablement Executive,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Analysis, Business Development, Sales Training, Communication Skills, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
B2B Sales,Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Communication Skills, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
Customer Success Team Indirect (Account Manager),Odoo,Sales & Business Development,Tangerang,"Business Development & Partnerships, Sales Strategy & Management, Business Development, Sales & Marketing",-6.1761924,106.6382161,NON-IPTEK
